CommentID,VideoID,UserID,CommentText
38,BV1Ba4y197gM,38,说起来，小时候印象里那些路边摊的奶奶做的鸡蛋饼都是黏糊糊的土豆丝，下着大雪走在路上啃着用报纸包着的饼，周围静悄悄的，香死了。
39,BV1Ba4y197gM,39,删了吗？
40,BV1Ba4y197gM,40,你努力工作的样子太帅了，我承认你和杰伦五五开的帅
41,BV1Ba4y197gM,41,@爱玛电动车官方账号 爱玛爱玛，来赞助一下呗
42,BV1Ba4y197gM,42,嗨~饼伦！网红界的一股清流[点赞][歪嘴]
43,BV1Ba4y197gM,43,和杰伦并列在首页[笑哭]
44,BV1Ba4y197gM,44,"... 轨迹
周饼伦
怎么闻到饼的味道，寻找我的地方
摊位芳香散的匆忙，你已经快跟上
闭上眼睛还能感觉，饼离近的轨迹
在阳光下一直找寻我忙碌的身影
如果说灌饼是满足的起点
那在终点之前我愿意再吃一遍
想要对你说的不敢说的爱
会不会有饼可以明白
我会摆着摊，等着你来买
接着紧紧闭上眼
想着那一天，没有人来买
让我不再想念你
我会摆着摊，然后微微笑
接着紧紧闭上眼
又想了一遍，那温暖灌饼
在你想起之前 灌饼的眼泪
模糊了视线 你已快看不见……"
45,BV1Ba4y197gM,45,体力活永远是最累的，希望饼哥多多赚钱，身体健康！
46,BV1Ba4y197gM,46,虽然不喜欢周杰伦，但经常刷到饼伦哥还是很佩服的
47,BV1Ba4y197gM,47,全世界无产者联合起来！
48,BV1Ba4y197gM,48,咱就是说好马配好鞍，这个车是不是可以找机会维护保养一下，或者换一台[doge]
49,BV1Ba4y197gM,49,这发量太羡慕了，工作几年啥钱没挣到，身体越来越差了，头也秃了
50,BV1Ba4y197gM,50,也许这才是我们平民百姓的生活，苦中有乐，也是我们欢乐的日子，因为有家庭有父母有子嗣有梦想，所以我们也才要更加努力
51,BV1Ba4y197gM,51,@李维刚的日常 要不刚哥来跟饼哥联动一下[脱单doge]
52,BV1Ba4y197gM,52,真的很干净了～支持饼哥[给心心]
53,BV1Ba4y197gM,53,希望手工耿跟饼伦两个老乡合作一下
54,BV1Ba4y197gM,54,大名府，俺就是河北邯郸大名的[打call]
55,BV1Ba4y197gM,55,谁来教一下哥，别只发动态视频了[大哭]
56,BV1Ba4y197gM,56,省流在快也是86
57,BV1Ba4y197gM,57,前几天去雄安顺便尝了尝饼伦的灌饼，挺好吃的量还大，就是排队太久有点麻烦。
58,BV1Ba4y197gM,58,这不巧了吗
59,BV1Ba4y197gM,59,饼伦哥明天来石家庄了，我雄县大学生正好在石家庄上学！
60,BV1Ba4y197gM,60,劳动人民最光荣[干杯]
61,BV1Ba4y197gM,61,怎么有两个
62,BV1Ba4y197gM,62,城管不管出摊吗？[微笑]
63,BV1Ba4y197gM,63,周杰伦和饼哥，一个梦想的写照，一个现实的生活!
64,BV1Ba4y197gM,64,总是搬重物，要保护好腰部
65,BV1Ba4y197gM,65,哥可以换一辆新能源的车车，发动机都快让你给干下来了[笑哭]
66,BV1Ba4y197gM,66,劳动人民最光荣
67,BV1Ba4y197gM,67,伟大的劳动人民
68,BV1Ba4y197gM,68,合法挣钱都支持，都为吃口饭
69,BV1Ba4y197gM,69,[星星眼][星星眼][星星眼]最近世界美食的视频看多了，再看饼哥的视频干净得让我不习惯
70,BV1Ba4y197gM,70,坚强勤奋谦虚的劳动人民
71,BV1Ba4y197gM,71,是你家的昆凌在给你拍视频吗[doge][doge][doge]
72,BV1Ba4y197gM,72,为劳动人民点赞[桃源_给花花]
73,BV1Ba4y197gM,73,[doge]
74,BV1Ba4y197gM,74,昆凌呢？不干活吃现成的？
75,BV1Ba4y197gM,75,[tv_doge][tv_doge]
76,BV1Ba4y197gM,76,劳动人民最光荣
77,BV1Ba4y197gM,77,尊重并为每一个勤劳致富的劳动人民点赞！
78,BV1Ba4y197gM,78,我咋觉得杰伦长得好像粥饼伦啊[笑哭]
79,BV1Ba4y197gM,79,劳动人民最光荣！
80,BV1Ba4y197gM,80,啥时候全国巡回煎饼啊，在苏州吃不到[大哭]
81,BV1Ba4y197gM,81,该换辆Ae86了
82,BV1Ba4y197gM,82,劳动人民平凡而伟大！
83,BV1Ba4y197gM,83,昆凌和面[大哭]
84,BV1Ba4y197gM,84,@手工耿 给爷们定制一辆车[doge]
85,BV1Ba4y197gM,85,干餐饮是真不容易，投币了，为劳动人民点赞[OK]
86,BV1Ba4y197gM,86,劳动人民最光荣
87,BV1Ba4y197gM,87,"说人辛苦的时候。你看人赚多少钱再说吧。
还除去视频流量跟广告不说。"
88,BV1Ba4y197gM,88,哎呦，不错哟
89,BV1Ba4y197gM,89,在哪卖饼啊，想去买两个[星星眼]
90,BV1Ba4y197gM,90,致敬所有劳动者[给心心]
91,BV1Ba4y197gM,91,这台车已经满足不了你了[妙啊]
92,BV1Ba4y197gM,92,加油
93,BV1Ba4y197gM,93,爷爷擦的丝
94,BV1Ba4y197gM,94,这个刨丝机当心手啊
95,BV1Ba4y197gM,95,昆凌呢？赶快和面哇[doge][doge]
96,BV1Ba4y197gM,96,把记忆煎成饼[doge]
97,BV1Ba4y197gM,97,网络可以改变一个人 也可以记录一个人
98,BV1Ba4y197gM,98,有个弹幕:反方向的蹬[笑哭]
99,BV1Ba4y197gM,99,那个红色的细长肠叫做什么呀？[星星眼]
100,BV1Ba4y197gM,100,[doge]懂事的三轮车厂家应该考虑赞助个改装完的电三轮了
101,BV1Bb4y157a9,101,我要看下一集！[打call][打call]
102,BV1Bb4y157a9,102,事业粉来了，希望你停更的这段时间没闲着有存货，我要看到你这段时间腹泻式更新[微笑]
103,BV1Bb4y157a9,103,有点意思[热词系列_知识增加]
104,BV1Bb4y157a9,104,之前的水平很好的希望制作团队能真正去研究一下爱情公寓的火爆是真的只有搞笑吗？他们的搞笑不是刻意的而这段视频给的我观感特别难受是十分刻意的迎合和搞笑
105,BV1Bb4y157a9,105,不觉得好笑甚至有点刻板印象。真真正正的打工人哪个不是兢兢业业的希望改变一下制作思路不要拿这个来调侃
106,BV1Bb4y157a9,106,都刀了？？！！
107,BV1Bb4y157a9,107,我觉得这集是猩猩给我们的前菜[脱单doge]她在憋大招上春晚
108,BV1Bb4y157a9,108,怎么还没下集啊 4个小时都过去了！！！！！
109,BV1Bb4y157a9,109,@落雨离舟 精品
110,BV1Bb4y157a9,110,老板的演员是不是这个哈哈哈[脱单doge]
111,BV1Bb4y157a9,111,自己拍剧了 厉害了
112,BV1Bb4y157a9,112,这个好尬啊
113,BV1Bb4y157a9,113,这一集不得45分钟
114,BV1Bb4y157a9,114,我要攒起来过年那天看！！！！！！多更！好吧！一天一集不过分吧[doge]这样我就有57集可以看了(还有57天过年)[doge]除夕那天不得给我乐死[脱单doge][嗑瓜子][偷笑][呲牙]
115,BV1Bb4y157a9,115,我以为会尬的，结果一点不尬，节奏好，还挺有效果，不尬真的得归功于大家演技好
116,BV1Bb4y157a9,116,有没有人解释一下，如果现实生活中真发现这个问题，怎么解决
117,BV1Bb4y157a9,117,果然还是得王志猩啊！没有你这几个月真的好即墨！
118,BV1Bb4y157a9,118,不错不错，还蛮下饭的，需要这种小短剧
119,BV1Bb4y157a9,119,风格一直在创新诶 爱看
120,BV1Bb4y157a9,120,这跟看剧有什么区别啊哈哈哈哈哈哈哈哈哈哈
121,BV1Bb4y157a9,121,好尴尬啊做得。。。
122,BV1Bb4y157a9,122,等春晚当天放小品我直接看《友情公寓》[脱单doge]
123,BV1Bb4y157a9,123,我觉得服装还可以更好。
124,BV1Bb4y157a9,124,确实可以啊，没想到能这么自然，而且确实很好笑也挺心酸的[笑哭]
125,BV1Bb4y157a9,125,感觉可以出品投资写喜剧了哈哈哈
126,BV1Bb4y157a9,126,第二集应该已经做好了吧[脱单doge]
127,BV1Bb4y157a9,127,以下是个人想法
128,BV1Bb4y157a9,128,看了这个才知道喜剧有多难拍，没有对比就没有伤害[思考]
129,BV1Bb4y157a9,129,抄袭出的依托史还有人模仿出一个更史的哈哈哈，说好看的各位吃点好的吧[辣眼睛]
130,BV1Bb4y157a9,130,味太对了，坚持下去[doge]
131,BV1Bb4y157a9,131,已经4个小时过去，驴都不敢这么歇着啊
132,BV1Bb4y157a9,132,喜剧是真的好难拍啊[笑哭][笑哭][笑哭]
133,BV1Bb4y157a9,133,感觉笑声可以少一点，有点点多[撇嘴]（个人观点，不喜勿喷）
134,BV1Bb4y157a9,134,3000*3000=9000000，真的能买苹果公司吗[吃瓜]
135,BV1Bb4y157a9,135,今年除夕就靠你们了[doge]到时候请务必加更三小时
136,BV1Bb4y157a9,136,我再发一次：这个视频我真没觉得有多好看，剧情也不像爱情公寓，没模仿到精髓，只有罐头笑声的堆砌，爱情公寓起码剧情有逻辑，能串起来看，这个看的一头雾水，如果真的想模仿到位的话，不如先把通过一件事情把每个人物各自的剧情串起来，人物性格才能立起来，而不是直接照抄人设，这剧情有点太无厘头了，看得我就没笑出来，创意有点老套，希望能够再接再厉吧，剧本最后能打磨得好一点，以前的视频都挺好看的，也模仿得很到位，这次有点失败……
137,BV1Bb4y157a9,137,三千福袋每个三千块，九百万啊
138,BV1Bb4y157a9,138,真的不考虑除夕夜直播4个小时吗[脱单doge]
139,BV1Bb4y157a9,139,演员演技，神态，台词，妆造几乎都过分不专业了，几个镜头分镜都显得冗杂凌乱，我甚至都能想到现场调度坐在边上玩手机的样子，基本的要素都没有，甚至不如大学生的在校作业，我承认非专业出身转型很难，那也不能拿勾矢滥竽充数吧，还整脑瘫水军不停捧这坨勾矢，真的恶心
140,BV1Bb4y157a9,140,矢，勾矢
141,BV1Bb4y157a9,141,大家都做了妆造了哈哈哈哈哈
142,BV1Bb4y157a9,142,这个其实很好解决，不发原来的货，统一出个道歉声明，中奖的换成其他不值钱的礼品赠送或者每人发个优惠劵还可以促进消费
143,BV1Bb4y157a9,143,其实我想问问，这个视频有没有经过爱情公寓的授权。会有产权的问题吗
144,BV1Bb4y157a9,144,你好有才，比春晚好看多了[星星眼][星星眼][星星眼]
145,BV1Bb4y157a9,145,法律援助出现：无论是赠予还是按交易的重大误解，这种事情可主张撤销，叮，解决
146,BV1Bb4y157a9,146,其实吧，标价三千，实际价值真不一定有三千，再加上本来有一千就是要上的，债务应该没有900万这么多（虽然就算一百万也很多了）
147,BV1Bb4y157a9,147,还是以前的好看搞笑，爱情公寓本来就是抄袭，你们这又模仿，不伦不类的，建议中途砍掉
148,BV1Bb4y157a9,148,关注你们了！所以除夕晚上记得更个大的！
149,BV1Bb4y157a9,149,我们学校真的带着电商专业的去直播了[笑哭]
150,BV1Bb4y157a9,150,大家人设不明显，分不清谁是谁，没有特别肯定的区分不同的人，很难受，感觉一点笑不出来，也不知道在干什么。还是小段子更好。
151,BV1Bb4y157a9,151,火前留名！还是熟悉的七颗猩猩味[doge]
152,BV1Bb4y157a9,152,是不是这一款啊？[doge][doge][doge]
153,BV1Bb4y157a9,153,我也想演[笑哭]不为别的，主要是太好玩儿了
154,BV1Bb4y157a9,154,有点那个味道，这要是放过年看，还不知道得吃掉多少沙糖桔[脱单doge]
155,BV1Bb4y157a9,155,不得不承认，喜剧真的很难拍。这个剧情节奏确实比爱情公寓差的
156,BV1Bb4y157a9,156,好看爱看快发下一集
157,BV1Bb4y157a9,157,说实话剧本写的挺好的，演技我作为一个观众我只能说勉强过关，但是不是专业演员能演成这样也非常厉害了，希望能再接再厉，演员也多打磨打磨演技
158,BV1Bb4y157a9,158,一如既往的擅长还原味道和感觉，不过你能做出比模仿更有意思的风格，慢慢进步吧
159,BV1Bb4y157a9,159,为什么我觉得有点尬，没有以前的有意思了
160,BV1Bb4y157a9,160,真的好看的，至少很下饭，时长也正好
161,BV1Bb4y157a9,161,啊，失踪人口回归，没看其他的平台，有懂的朋友说一下发生了什么嘛
162,BV1Bb4y157a9,162,开始追剧了，有种第一次看爱情公寓的感觉支持up住！一定要继续更坚持到春晚！今年寒假我不能没有你[脱单doge]
163,BV1Bb4y157a9,163,好家伙这么久不更原来是在憋大招啊[doge]
164,BV1Bb4y157a9,164,我以为会尬的，结果一点不尬，节奏好，还挺有效果，不尬真的得归功于大家演技好
165,BV1Bb4y157a9,165,卧槽，我看了3分钟，觉得你们好厉害啊[星星眼]
166,BV1Bb4y157a9,166,台词风格，说话节奏，镜头，灵魂罐头笑声都挺有内味的[妙啊]
167,BV1Bb4y157a9,167,吧我家蜂蜜也挂链接吧[doge]
168,BV1Bb4y157a9,168,为什么都觉得不好看。。。。我觉得挺好笑的啊。。。
169,BV1Bb4y157a9,169,最讨厌的人就在身边，最恨的人就在对岸[星星眼][星星眼][星星眼]
170,BV1Bb4y157a9,170,有点意思，这不比春晚好看，建议做成连续剧
171,BV1Bb4y157a9,171,我觉得应该憋到春晚那天一起发[doge]
172,BV1Bb4y157a9,172,按照直播的套路，福袋标价值3000，那它的价值肯定没有3000
173,BV1Bb4y157a9,173,说起来我之前在B站做视频抽中了一台Switch，说好的六十个工作日，七月份中的现在还没发货，不会是真是类似的情况，然后想一直拖着吧[炸了吧  甲鱼班班_佛了]
174,BV1Bb4y157a9,174,就我觉得尬？
175,BV1Bb4y157a9,175,老板好帅 想和他不可描述
176,BV1Bb4y157a9,176,有一个男生好像爱吃橘子的副校长啊
177,BV1Bb4y157a9,177,救命..厌蠢症犯了..这个人设真的好糟糕
178,BV1Bb4y157a9,178,你们需要一个电影滤镜，画面太白看着没有爱情公寓那味
179,BV1Bb4y157a9,179,好好看 加油 期待下一期[打call][打call][打call]
180,BV1Bb4y157a9,180,认真算九百万能不能买苹果公司和产品成本佳多少钱的比视频好笑
181,BV1Bb4y157a9,181,这剧本可以的
182,BV1Bb4y157a9,182,王志猩在搞笑方面是有天赋的，牛逼
183,BV1Bb4y157a9,183,今年除夕就靠你们了[doge]到时候请务必加更三小时
184,BV1Bb4y157a9,184,更个三小时的，春晚我就看这个了[脱单doge]
185,BV1Bb4y157a9,185,已经十九个小时过去了还不更新吗！[大哭]
186,BV1Bb4y157a9,186,有没有人告诉我每次直播间卖完了或者最后几百单是真的吗？？还是营销手段
187,BV1Bb4y157a9,187,能不能多拍点我存着春晚的时候看[打call][打call][打call]
188,BV1Bb4y157a9,188,有好多福尔摩斯啊。这种直播事故，真在现实中发生的话。民事上的确可以主张撤销或不履行，实践上现阶段第三方平台也确实没有强制执行奖励兑现的能力。但这实质上就是新媒体运营出现工作过失，整个团队上至管理下至“临时实习工”都有可能被内部追责。直接兑现或部分补偿性和道歉造成的费用损失公司完全可以在时间结束后主张过失人承担或部分承担并依法辞退相关员工；如果不肯承担这个损失，拜托这是个线上直播间，不是每个观众/消费者都能做到体谅和解的，人家也拥有消费阶段的自主选择权利，大量客源流失也是商业经营损失，甚至在衡量的时候很难得出一个确切的数据。毕竟朴素价值观的视角就是直播间失误又不愿承担后果，“玩不起”
189,BV1Bb4y157a9,189,多拍点囤起来春节看
190,BV1Bb4y157a9,190,3000个地址 3000个博主联动[脱单doge][脱单doge][脱单doge][脱单doge] 一家拍一集
191,BV1Bb4y157a9,191,我要梗死了[微笑][微笑]，心脏不好的话看一集估计要出意外了
192,BV1Bb4y157a9,192,应该整个最后的主题曲哈哈，味儿就上来了[tv_doge]
193,BV1Bb4y157a9,193,虽然味很浓，但是我个人感觉好尬
194,BV1Bb4y157a9,194,好家伙这么久不更原来是在憋大招啊[doge]
195,BV1Bb4y157a9,195,挺好玩的，不过你们没还原到爱情公寓的两大精髓：
196,BV1Bb4y157a9,196,之前决定王志猩和强子的演技真的很好，怎么别的演员也这么好
197,BV1Bb4y157a9,197,下一集什么时候更
198,BV1Bb4y157a9,198,感觉一般诶……笑点也没有以前的短视频好
199,BV1Bb4y157a9,199,我觉得不尬啊哈哈哈哈哈挺好笑啊 比春晚好笑的多[脱单doge]
200,BV1Bb4y157a9,200,可以可以可以。春晚。你懂的吧。[脱单doge][阴险]
201,BV1bG411e726,201,跑这么远太不容易，有心了[爱心]
202,BV1bG411e726,202,有幸在埃塞呆过两年，咬在腰上的包一般不是蚊子，是跳蚤，joejoe去非洲旅行一定要带上防虫的喷雾和清凉油，跳蚤咬了可难受了[doge]
203,BV1bG411e726,203,哎呀 你怎么也去非洲了[doge]
204,BV1bG411e726,204,看多了小舟视频，现在无论吃什么都是主打优雅[脱单doge]
205,BV1bG411e726,205,jojo尽量还是去一些安全的地方吧，希望能一直看你视频
206,BV1bG411e726,206,埃塞俄比亚？20年校招看到的[笑哭]那个老哥说一个月2w[笑哭]还问我们要不要挑战一下[笑哭]
207,BV1bG411e726,207,穷的从来都不是一个国家，而且那个国家的底层人民。中国现在也有特别穷的地方，穷到根本没人愿意去了解
208,BV1bG411e726,208,有幸在埃塞待了几年，小帅和老李要做好蚊虫叮咬，很容易得疟疾。埃塞最有特色的美食是英吉拉，一种玉米面做的饼子，面饼偏酸，初次尝试可能吃不惯。饼上摆放着牛羊肉，当地特色酱料以及蔬菜。吃习惯了会觉得很不错，不得不说当地牛羊肉很便宜，肉很香也不膻。就是简单的用蒜末和盐加工的羊肉都很好吃。现在回想起来会情不自禁咽口水。当地的咖啡也不错，埃塞怎么说也是咖啡的源产地。还有当地人上厕所是用手和水清洗，所以他们如果用手给你递食物，出于礼貌，还是吃了吧。[笑哭]
209,BV1bG411e726,209,这个反差太大了[笑哭]突然有些接受不了
210,BV1bG411e726,210,终于看到吃得起的了[大哭]
211,BV1bG411e726,211,至少他们在身体上没有陋习，比如圆盘，裹脚那种
212,BV1bG411e726,212,[tv_doge]好家伙，真去啊
213,BV1bG411e726,213,刚才埃塞俄比亚回来，那里风景是真不错
214,BV1bG411e726,214,非洲这些国家名字太奇怪了 完全记不清[doge]
215,BV1bG411e726,215,埃塞都来了，要不来吉布提看看[脱单doge]
216,BV1bG411e726,216,joe的辣酱真的好吃！但是确实不太辣[笑哭]
217,BV1bG411e726,217,我国的黑人是哪里来的一直在国内惹事别给我拿少例子来改变这个观感，应该庆幸非洲穷要是富起来还得了岂不是在国内到处祸害女人，毕竟黑色要几百年啊才能变回来，毕竟黑人犯罪率最高[辣眼睛][笑哭]
218,BV1bG411e726,218,04:21 马达姆漏出了尴尬的表情[doge]
219,BV1bG411e726,219,国家援助非洲不是因为有钱帮别人没钱给我们，而是世界人道主义格局和战略布局，也是为了报答当年非洲多国帮助我们进入联合国。同时，帮助非洲发展建设，也能获得非洲给予的人才人力帮助
220,BV1bG411e726,220,说真的，到非洲去的话，我担心的倒不是居住和饮食差，担心的是类似艾滋的传染病，你说你去非洲体验一下比较原始的部落生活，吃点苦算什么呢？这也是体验的一环嘛，但是得了传染病该怎么面对自己和自己的亲朋好友呢
221,BV1bG411e726,221,中国至今也有每天收入只有10元钱的人
222,BV1bG411e726,222,跑这么远太不容易，有心了[爱心]
223,BV1bG411e726,223,"部落群众：wellcom
蚊子：well come[doge]"
224,BV1bG411e726,224,有点搞笑[笑哭]
225,BV1bG411e726,225,00后可能不知道，其实咱们国家20年前也还有这种原始部落
226,BV1bG411e726,226,joejoe，非洲非常不安全，你和摄像师一定要小心啊[笑哭]
227,BV1bG411e726,227,Joe哥很入乡随俗，三连有了
228,BV1bG411e726,228,月收入人均300说实话跟我们差距不是特别大
229,BV1bG411e726,229,星级餐厅看多了感受到的都是各种浮夸，这次突然回归质朴，没有高大上，有的只是一种纯粹到极致的生活的味道，真棒，
230,BV1bG411e726,230,要不出一期去乌克兰的吧，我挺想看看腐败政府欧洲子宫的普通民众的三餐是什么样，西方媒体只会报道正向的一幕
231,BV1bG411e726,231,虽然这里非常的贫穷，但是还是有优点的，就比如说他们的人不会换一种特别可怕的疾病，叫做肥胖
232,BV1bG411e726,232,通水通路通电通气确实是近40年大规模进行的，40年前的黄土高坡，部分山区都是很贫穷的地方，现在真是温饱小康了
233,BV1bG411e726,233,埃塞俄比亚菜挺有名的，当时学校旁边就有一家埃塞俄比亚菜，底下很酸的饼，上面各种忽忽，印象深刻[笑哭]
234,BV1bG411e726,234,我就是在那里食物中毒，差点死掉！！！然后才回的国[大哭]
235,BV1bG411e726,235,穷但是开心，精气神都不一样
236,BV1bG411e726,236,波波理想国
237,BV1bG411e726,237,甚至还比阿三的饭菜看上去干净一点
238,BV1bG411e726,238,??????给你来一瓶辣椒酱怎么样
239,BV1bG411e726,239,很欣慰，弹幕上没有乱刷烂梗的，说什么老广内个之类的。看来大部分人的素质还是提高了不少
240,BV1bG411e726,240,老李好像那个 ：“又要到饭了 兄弟们！”[笑哭]
241,BV1bG411e726,241,13年之前国内也有这样的地方的。行政单位划分名叫自然村。那时候去云南支教的时候去过，一样不通水电，土堆的房子。
242,BV1bG411e726,242,返场81阿波罗
243,BV1bG411e726,243,原始和穷两个概念吧  去过那种和住睡一起的 屋子里全猪屎的地方
244,BV1bG411e726,244,看上去很自然，没有一点嫌弃，观感很好很舒服
245,BV1bG411e726,245,想起了小时候村子里的生活，那时候也是日出而作日入而息，家里的电器只有电灯电视和一部座机电话，连冰箱都没有，虽然有灯也是习惯早睡，晚上一般八点左右就睡了，早上五六点钟就醒，还是自然醒，经常早上醒了想看会电视但是电视六点才播都是些雪花屏。现在每天不得不熬夜，一般凌晨一点才睡觉，今年开始还经常失眠，睡眠质量严重下降。物质水平比以前高很多，但生活质量甚至在下降[辣眼睛]
246,BV1bG411e726,246,希望世界上所有人都能吃饱饭
247,BV1bG411e726,247,"埃塞俄比亚是很穷，但是放到非洲大区里，真算是可以的了，非洲前十甚至前五的水平，这个部落真不算穷的，只能说保持着一些特色生活习惯。
塞拉利昂，马达加斯加那才叫穷。"
248,BV1bG411e726,248,支持，再次下单
249,BV1bG411e726,249,这和美国差距太大了[笑哭]
250,BV1bG411e726,250,艹，我一天收入才3毛钱，淘宝上每天签到领个3毛
251,BV1bG411e726,251,想起来那些非洲人吃生鱼还有吃很恶心的东西那种视频，说是拿ak逼着拍视频 博流量。这个视频才是当地正常吃的食物
252,BV1bG411e726,252,今晚就打开钢丝拯救埃塞[doge]
253,BV1bG411e726,253,从求婚到洞房花烛夜，浪漫的人生正在续集[吃瓜]
254,BV1bG411e726,254,国内跑下来你会发现，我们基本上所有的甭管农村还是城市，都是依水而建，都是贴着河、江 哪怕是个湖，看过很多纪录片发现国外很多农村、部落都得离水源地几个小时路程！！！
255,BV1bG411e726,255,jiojio辣酱能不能加点蒜蓉少点苯甲酸钠，没有蒜蓉味，防腐剂的味道又太突出[笑哭]
256,BV1bG411e726,256,11月去就在亚的斯亚贝巴呆了一个星期，看到你这个感觉太夸张了，庆幸没有离开首都[辣眼睛][辣眼睛]
257,BV1bG411e726,257,这个部落看着还行哦，比想象的要好点，经常有游客来访能接触到外面世界。
258,BV1bG411e726,258,不要忘记抬头仰望星空
259,BV1bG411e726,259,叠个甲先，以下纯属个人看法没有任何恶意。其实你给他们吃辣椒酱对他们很不好，俭入奢易反之很不易，这几天他们吃的舒服了你走了他们对这些食物还怎么下咽，所以真的很不提倡这种行为。再叠个甲，以上纯属个人看法没有任何恶意。
260,BV1bG411e726,260,非洲部落avi... 看过的赞一个[滑稽]
261,BV1bG411e726,261,你对最穷是不是有什么误解？要不要去海地看看，尝尝他们的土饼？[吃瓜]
262,BV1bG411e726,262,在东非得过疟疾的我表示，你们被蚊子叮成这样真的要小心
263,BV1bG411e726,263,"舅舅真的太敬业了，我看着都好担心[拥抱]
希望回来以后能去医院再检查一下[给心心]"
264,BV1bG411e726,264,不去捕罗国摩洛哥不太认可[吃瓜]
265,BV1bG411e726,265,举目皆是塞博，抬头不见星空
266,BV1bG411e726,266,去折俩滞留的树枝子当筷子这么难得么？？？
267,BV1bG411e726,267,人在尼日利亚，劝你们别来，这边人相当不要脸了[尴尬]
268,BV1bG411e726,268,部落酋长[脱单doge][脱单doge][脱单doge]
269,BV1bG411e726,269,又要到饭了，兄弟萌
